Image Number,Category,Label,Correct ID,Blurry image,Humans present,Other animals present,Not real animal,Image collage
00000938,Reptile,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",-1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00000939,Bird,flamingo,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000940,Mammal,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000941,Reptile,"king snake, kingsnake",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00000943,Land-Invertebrate,tick,1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00000944,Amphibian,"tree frog, tree-frog",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000945,Mammal,baboon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000952,Bird,toucan,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000956,Land-Invertebrate,"ground beetle, carabid beetle",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000958,Reptile,"loggerhead, loggerhead turtle, Caretta caretta",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00000962,Bird,"water ouzel, dipper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000963,Bird,magpie,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000964,Mammal,"patas, hussar monkey, Erythrocebus patas",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000965,Land-Invertebrate,damselfly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000970,Mammal,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000972,Land-Invertebrate,"grasshopper, hopper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000974,Mammal,"chimpanzee, chimp, Pan troglodytes",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000978,Reptile,"frilled lizard, Chlamydosaurus kingi",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00000983,Mammal,"hyena, hyaena",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000986,Land-Invertebrate,"wolf spider, hunting spider",-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00000990,Marine-Invertebrate,sea urchin,1.0,-1.0,-1.0,0.0,-1.0,-1.0
00000994,Fish,"goldfish, Carassius auratus",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00000996,Fish,"rock beauty, Holocanthus tricolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001003,Mammal,"fox squirrel, eastern fox squirrel, Sciurus niger",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001007,Land-Invertebrate,scorpion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001010,Amphibian,eft,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001014,Land-Invertebrate,cabbage butterfly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001015,Land-Invertebrate,"ringlet, ringlet butterfly",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00001022,Reptile,alligator lizard,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001024,Bird,bulbul,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001025,Mammal,"indri, indris, Indri indri, Indri brevicaudatus",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001026,Marine-Invertebrate,sea urchin,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001027,Mammal,"ram, tup",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001031,Bird,"ostrich, Struthio camelus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001032,Mammal,"patas, hussar monkey, Erythrocebus patas",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001033,Amphibian,"European fire salamander, Salamandra salamandra",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001036,Mammal,"wallaby, brush kangaroo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001037,Land-Invertebrate,"black and gold garden spider, Argiope aurantia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001042,Reptile,"ringneck snake, ring-necked snake, ring snake",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001044,Bird,"black swan, Cygnus atratus",1.0,-1.0,-1.0,1.0,-1.0,-1.0
00001046,Bird,bittern,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001050,Mammal,llama,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001051,Fish,"rock beauty, Holocanthus tricolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001053,Land-Invertebrate,"black and gold garden spider, Argiope aurantia",1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00001054,Mammal,"Madagascar cat, ring-tailed lemur, Lemur catta",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001056,Bird,"king penguin, Aptenodytes patagonica",1.0,-1.0,1.0,1.0,-1.0,-1.0
00001057,Marine-Invertebrate,brain coral,1.0,0.0,-1.0,-1.0,-1.0,-1.0
00001060,Mammal,"cheetah, chetah, Acinonyx jubatus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001066,Mammal,"hippopotamus, hippo, river horse, Hippopotamus amphibius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001067,Bird,"American egret, great white heron, Egretta albus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001068,Bird,"black stork, Ciconia nigra",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001073,Bird,bustard,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001075,Mammal,"proboscis monkey, Nasalis larvatus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001082,Land-Invertebrate,"cockroach, roach",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001084,Bird,jay,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001088,Mammal,hare,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001092,Mammal,"guenon, guenon monkey",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001095,Mammal,"colobus, colobus monkey",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001099,Mammal,marmoset,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001104,Mammal,"titi, titi monkey",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001108,Reptile,vine snake,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-1.0
00001121,Bird,"redshank, Tringa totanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001122,Marine-Invertebrate,fiddler crab,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001124,Marine-Invertebrate,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",-0.3333333333333333,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001131,Amphibian,"spotted salamander, Ambystoma maculatum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001136,Bird,black grouse,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001138,Amphibian,"axolotl, mud puppy, Ambystoma mexicanum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001142,Bird,coucal,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001146,Bird,peacock,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00001148,Mammal,"dhole, Cuon alpinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001150,Land-Invertebrate,"black widow, Latrodectus mactans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001155,Mammal,baboon,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00001158,Bird,toucan,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001161,Marine-Invertebrate,"starfish, sea star",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00001162,Bird,"red-backed sandpiper, dunlin, Erolia alpina",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001163,Bird,macaw,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001165,Bird,"American coot, marsh hen, mud hen, water hen, Fulica americana",1.0,-1.0,-1.0,1.0,-1.0,1.0
00001172,Mammal,"timber wolf, grey wolf, gray wolf, Canis lupus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001176,Fish,anemone fish,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001177,Mammal,"African elephant, Loxodonta africana",1.0,-1.0,-1.0,0.0,-1.0,-1.0
00001179,Bird,"American coot, marsh hen, mud hen, water hen, Fulica americana",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001185,Reptile,green mamba,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001187,Land-Invertebrate,admiral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001189,Fish,"rock beauty, Holocanthus tricolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001193,Fish,"puffer, pufferfish, blowfish, globefish",0.0,-1.0,-1.0,0.0,-1.0,-1.0
00001199,Mammal,"brown bear, bruin, Ursus arctos",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001212,Mammal,"dingo, warrigal, warragal, Canis dingo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001213,Bird,"great grey owl, great gray owl, Strix nebulosa",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001215,Land-Invertebrate,admiral,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001217,Mammal,hare,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001218,Bird,kite,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001226,Mammal,hamster,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001230,Bird,"black stork, Ciconia nigra",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001232,Mammal,hartebeest,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001236,Mammal,"patas, hussar monkey, Erythrocebus patas",1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00001237,Mammal,"fox squirrel, eastern fox squirrel, Sciurus niger",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001238,Land-Invertebrate,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001241,Mammal,"porcupine, hedgehog",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001248,Mammal,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.0,-1.0,1.0,-1.0,-1.0,-1.0
00001254,Mammal,langur,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001260,Mammal,"kit fox, Vulpes macrotis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001268,Land-Invertebrate,snail,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001271,Mammal,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00001274,Bird,"goldfinch, Carduelis carduelis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001277,Bird,"white stork, Ciconia ciconia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001279,Mammal,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001283,Land-Invertebrate,tick,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001288,Bird,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00001290,Land-Invertebrate,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001309,Reptile,"garter snake, grass snake",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001329,Mammal,"echidna, spiny anteater, anteater",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001333,Mammal,llama,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00001335,Mammal,"Arctic fox, white fox, Alopex lagopus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001336,Bird,bee eater,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001338,Reptile,"American alligator, Alligator mississipiensis",0.6666666666666666,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00001352,Mammal,"snow leopard, ounce, Panthera uncia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001356,Marine-Invertebrate,"chambered nautilus, pearly nautilus, nautilus",-1.0,-1.0,-1.0,1.0,0.0,-1.0
00001357,Bird,drake,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001358,Mammal,tusker,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001359,Mammal,"lion, king of beasts, Panthera leo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001360,Mammal,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001366,Marine-Invertebrate,isopod,1.0,-1.0,0.0,-1.0,-1.0,-1.0
00001370,Land-Invertebrate,"black and gold garden spider, Argiope aurantia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001375,Reptile,"African chameleon, Chamaeleo chamaeleon",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001381,Marine-Invertebrate,"crayfish, crawfish, crawdad, crawdaddy",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00001386,Mammal,weasel,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001387,Bird,"black stork, Ciconia nigra",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001391,Bird,vulture,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001398,Bird,"ostrich, Struthio camelus",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00001407,Mammal,otter,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001421,Land-Invertebrate,"ground beetle, carabid beetle",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001435,Bird,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00001436,Fish,sturgeon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001439,Mammal,hamster,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00001442,Mammal,"three-toed sloth, ai, Bradypus tridactylus",1.0,-1.0,-1.0,-1.0,-1.0,0.0
00001449,Marine-Invertebrate,"Dungeness crab, Cancer magister",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00001454,Land-Invertebrate,"black widow, Latrodectus mactans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001458,Mammal,langur,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001460,Land-Invertebrate,tarantula,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001461,Bird,"prairie chicken, prairie grouse, prairie fowl",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001462,Bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001466,Land-Invertebrate,"lacewing, lacewing fly",1.0,-1.0,-1.0,1.0,-1.0,-1.0
00001469,Mammal,"timber wolf, grey wolf, gray wolf, Canis lupus",1.0,-1.0,-1.0,0.0,-1.0,-1.0
00001472,Mammal,sea lion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001473,Mammal,"hippopotamus, hippo, river horse, Hippopotamus amphibius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001475,Reptile,"Gila monster, Heloderma suspectum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001478,Mammal,hamster,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001480,Bird,partridge,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001482,Reptile,"rock python, rock snake, Python sebae",-1.0,-1.0,1.0,-1.0,-1.0,-1.0
00001487,Mammal,"dhole, Cuon alpinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001488,Bird,kite,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001490,Mammal,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001493,Land-Invertebrate,"garden spider, Aranea diademata",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00001498,Mammal,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001499,Marine-Invertebrate,"starfish, sea star",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00001502,Land-Invertebrate,"ant, emmet, pismire",1.0,-1.0,-1.0,1.0,-1.0,-1.0
00001504,Mammal,marmoset,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001508,Bird,jay,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001509,Mammal,"black-footed ferret, ferret, Mustela nigripes",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001521,Bird,"redshank, Tringa totanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001529,Land-Invertebrate,"long-horned beetle, longicorn, longicorn beetle",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001531,Marine-Invertebrate,"American lobster, Northern lobster, Maine lobster, Homarus americanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001535,Mammal,"orangutan, orang, orangutang, Pongo pygmaeus",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001536,Land-Invertebrate,"lycaenid, lycaenid butterfly",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001537,Bird,black grouse,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001539,Land-Invertebrate,"leaf beetle, chrysomelid",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001544,Mammal,"dugong, Dugong dugon",1.0,-1.0,1.0,0.0,-1.0,-1.0
00001546,Mammal,"chimpanzee, chimp, Pan troglodytes",0.6666666666666666,0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00001556,Bird,"house finch, linnet, Carpodacus mexicanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001557,Reptile,"loggerhead, loggerhead turtle, Caretta caretta",0.3333333333333333,-1.0,-1.0,-1.0,1.0,-1.0
00001563,Bird,partridge,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001566,Land-Invertebrate,tiger beetle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001570,Land-Invertebrate,weevil,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001573,Reptile,"African crocodile, Nile crocodile, Crocodylus niloticus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001578,Reptile,green mamba,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001580,Mammal,"guenon, guenon monkey",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001582,Reptile,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",-1.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00001585,Land-Invertebrate,"walking stick, walkingstick, stick insect",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001586,Bird,bustard,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001593,Reptile,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001594,Marine-Invertebrate,sea urchin,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001595,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001596,Bird,ptarmigan,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001598,Bird,"robin, American robin, Turdus migratorius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001607,Reptile,sea snake,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001608,Mammal,"dugong, Dugong dugon",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00001618,Land-Invertebrate,"black and gold garden spider, Argiope aurantia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001623,Reptile,"African chameleon, Chamaeleo chamaeleon",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001629,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001636,Reptile,mud turtle,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00001637,Mammal,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001640,Mammal,"impala, Aepyceros melampus",1.0,-1.0,-1.0,0.0,-1.0,-1.0
00001641,Bird,ptarmigan,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001643,Bird,"red-backed sandpiper, dunlin, Erolia alpina",1.0,-1.0,-1.0,1.0,-1.0,-1.0
00001645,Reptile,alligator lizard,1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001649,Reptile,"box turtle, box tortoise",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001652,Amphibian,"bullfrog, Rana catesbeiana",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001656,Mammal,macaque,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001662,Reptile,"box turtle, box tortoise",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001667,Amphibian,"European fire salamander, Salamandra salamandra",-0.3333333333333333,-1.0,-1.0,-1.0,-0.3333333333333333,-1.0
00001669,Fish,sturgeon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001670,Mammal,"wood rabbit, cottontail, cottontail rabbit",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001676,Fish,"hammerhead, hammerhead shark",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00001678,Bird,bee eater,1.0,-1.0,-1.0,-1.0,-1.0,1.0
00001695,Reptile,sea snake,-0.3333333333333333,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001703,Reptile,"ringneck snake, ring-necked snake, ring snake",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001705,Mammal,"ibex, Capra ibex",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001706,Reptile,"sidewinder, horned rattlesnake, Crotalus cerastes",0.0,0.3333333333333333,-1.0,-0.3333333333333333,-1.0,-1.0
00001708,Mammal,"wallaby, brush kangaroo",1.0,-1.0,-1.0,-1.0,0.0,-1.0
00001712,Mammal,warthog,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001714,Land-Invertebrate,"walking stick, walkingstick, stick insect",1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00001716,Bird,crane,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001717,Land-Invertebrate,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001720,Bird,bulbul,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001721,Mammal,"skunk, polecat, wood pussy",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001724,Reptile,"frilled lizard, Chlamydosaurus kingi",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001727,Land-Invertebrate,slug,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001728,Amphibian,eft,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001732,Bird,"black swan, Cygnus atratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001737,Land-Invertebrate,weevil,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001739,Amphibian,"tree frog, tree-frog",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001740,Marine-Invertebrate,"starfish, sea star",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00001742,Mammal,"meerkat, mierkat",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001744,Marine-Invertebrate,"crayfish, crawfish, crawdad, crawdaddy",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001745,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001746,Land-Invertebrate,slug,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001747,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001748,Marine-Invertebrate,"starfish, sea star",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001749,Bird,lorikeet,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001751,Bird,bulbul,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001752,Land-Invertebrate,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001760,Land-Invertebrate,tick,0.3333333333333333,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00001763,Land-Invertebrate,fly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001766,Land-Invertebrate,tick,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001776,Land-Invertebrate,"leaf beetle, chrysomelid",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001791,Mammal,"black-footed ferret, ferret, Mustela nigripes",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001800,Bird,"ruddy turnstone, Arenaria interpres",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001802,Reptile,"common iguana, iguana, Iguana iguana",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001813,Bird,kite,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001816,Amphibian,"European fire salamander, Salamandra salamandra",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00001818,Marine-Invertebrate,"chiton, coat-of-mail shell, sea cradle, polyplacophore",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001819,Reptile,"sidewinder, horned rattlesnake, Crotalus cerastes",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001824,Mammal,"guenon, guenon monkey",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001830,Bird,dowitcher,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00001835,Land-Invertebrate,rhinoceros beetle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001842,Land-Invertebrate,damselfly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001850,Mammal,"Indian elephant, Elephas maximus",1.0,0.0,-1.0,-1.0,-1.0,-1.0
00001856,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001857,Marine-Invertebrate,"chiton, coat-of-mail shell, sea cradle, polyplacophore",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001867,Bird,"black swan, Cygnus atratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001871,Bird,"American egret, great white heron, Egretta albus",-1.0,1.0,-1.0,-1.0,-1.0,-1.0
00001873,Land-Invertebrate,cricket,-0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00001876,Land-Invertebrate,bee,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00001879,Reptile,"boa constrictor, Constrictor constrictor",0.6666666666666666,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00001882,Land-Invertebrate,"nematode, nematode worm, roundworm",0.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00001884,Land-Invertebrate,"cockroach, roach",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
